Prompt,Actual,Expected,Precision,Recall,F1
'What are some movies related to New Jersey?',5,353,0.6,0.2,0.3
'new orleans',5,74,0.0,0.0,0.0
'What are some popular movies set in New York?',5,432,0.6,0.2,0.3
'new york city',5,389,0.4,0.1428571428571428,0.2105263157894736
'What are some popular movies set in New Zealand?',5,21,0.6,0.2,0.3
'What are some popular movies featuring a ninja character or theme?',7,158,0.5714285714285714,0.25,0.3478260869565217
'no dialogue',5,12,0.0,0.0,0.0
'no plot',0,26,0.0,0.0,0.0
'Can you suggest a movie related to the theme of 'nocturnal'?',3,824,0.6666666666666666,0.1428571428571428,0.2352941176470588
'noir',5,307,0.6,0.2,0.3
'noir thriller',10,275,0.5,0.2941176470588235,0.3703703703703703
'non-hollywood ending',3,26,0.0,0.0,0.0
'Can you suggest a few non-linear movies that have received critical acclaim?',5,183,0.8,0.25,0.3809523809523809
'What are some examples of movies with nonlinear storytelling techniques?',5,303,0.8,0.25,0.3809523809523809
'What are some popular movies that evoke feelings of nostalgia?',5,64,0.0,0.0,0.0
'What are some nostalgic movies that evoke a sense of longing for the past?',5,721,0.4,0.1428571428571428,0.2105263157894736
'not as good as the first',0,26,0.0,0.0,0.0
'notable nudity',5,248,0.0,0.0,0.0
'notable soundtrack',4,36,0.0,0.0,0.0
'What are some popular movies related to the theme of nuclear power or nuclear disasters?',7,38,0.2857142857142857,0.1428571428571428,0.1904761904761904
'What are some movies related to the theme of a nuclear bomb?',5,26,0.2,0.0769230769230769,0.1111111111111111
'What are some movies related to the theme of nuclear war?',5,63,0.6,0.2,0.3
'Can you suggest a movie with a significant amount of nudity in it?',4,319,0.75,0.2,0.3157894736842105
'nudity (full frontal - brief)',3,467,0.6666666666666666,0.1428571428571428,0.2352941176470588
'Can you suggest any movie with notable full frontal nudity scenes?',5,961,0.8,0.25,0.3809523809523809
'nudity (full frontal)',5,217,0.8,0.25,0.3809523809523809
'nudity (rear)',4,130,0.25,0.0769230769230769,0.1176470588235294
'nudity (topless - brief)',5,340,0.0,0.0,0.0
'nudity (topless - notable) in movies',5,937,0.6,0.2,0.3
'nudity (topless) in movies',6,638,0.1666666666666666,0.0769230769230769,0.1052631578947368
'What are some movie examples related to the theme of obsession?',5,2085,0.8,0.25,0.3809523809523809
'What are some popular movies related to the ocean theme?',5,54,0.4,0.1428571428571428,0.2105263157894736
'off-beat comedy',5,707,0.6,0.2,0.3
'What are some popular movies related to the office setting?',5,16,0.2,0.0769230769230769,0.1111111111111111
'What are some movies related to the oil industry?',5,131,0.6,0.2,0.3
'What are some popular movies related to the Olympics?',5,36,0.8,0.25,0.3809523809523809
'What are some ominous movies that evoke a sense of dread and suspense?',5,501,0.2,0.0769230769230769,0.1111111111111111
'What are some popular movies related to the theme of opera?',5,25,0.0,0.0,0.0
'What are some popular movies related to the theme of organized crime?',8,401,0.625,0.2941176470588235,0.4
'What are some examples of original movies that have gained significant popularity?',5,12725,0.4,0.1428571428571428,0.2105263157894736
'original plot',0,850,0.0,0.0,0.0
'orphans',5,31,0.6,0.2,0.3
'What are some Oscar-winning movies that you would recommend?',5,1352,0.8,0.25,0.3809523809523809
'What are some Oscar-winning movies featuring actors who won the Best Actor award?',5,315,0.8,0.25,0.3809523809523809
'What are some Oscar-winning movies featuring a best actress performance?',5,1425,0.8,0.25,0.3809523809523809
'What are some Oscar-winning movies for the best animated feature category?',10,92,0.6,0.3333333333333333,0.4285714285714285
'What are some Oscar-winning movies known for their best cinematography?',6,479,0.5,0.2,0.2857142857142857
'What are some Oscar-winning movies for best directing?',6,2206,0.3333333333333333,0.1428571428571428,0.2
'What are some Oscar-winning movies for best editing?',5,89,0.2,0.0769230769230769,0.1111111111111111
'What are some Oscar-winning movies that have received recognition for their outstanding visual effects?',5,171,0.8,0.25,0.3809523809523809
'What are some Oscar-winning foreign language films?',5,980,0.4,0.1428571428571428,0.2105263157894736
'What are some Oscar-winning movies with the best music - original score category?',5,5,0.0,0.0,0.0
'What are some Oscar-winning movies with the best music - original song category?',10,26,0.1,0.0769230769230769,0.0869565217391304
'What are some Oscar-winning movies for the Best Picture category?',10,365,0.4,0.25,0.3076923076923077
'What are some Oscar-winning movies known for their exceptional sound work?',5,42,0.2,0.0769230769230769,0.1111111111111111
'What are some movies that have won an Oscar for Best Supporting Actor?',5,598,0.4,0.1428571428571428,0.2105263157894736
'What are some movies that have won the Oscar for Best Supporting Actress?',5,1382,0.4,0.1428571428571428,0.2105263157894736
'What are some Oscar-winning movies with the best writing - screenplay written directly for the screen category?',5,222,0.4,0.1428571428571428,0.2105263157894736
'What are some Oscar-winning movies?',5,803,0.6,0.2,0.3
'What are some examples of movies that can be described as having over-the-top action or performances?',8,36,0.0,0.0,0.0
'What are some examples of overrated movies?',5,98,0.2,0.0769230769230769,0.1111111111111111
'What are some notable movies related to Palestine?',5,21,0.6,0.2,0.3
'What are some popular movies that involve parallel universes or alternate realities?',8,307,0.75,0.3333333333333333,0.4615384615384615
'paranoia',4,655,0.25,0.0769230769230769,0.1176470588235294
'paranoid',0,633,0.0,0.0,0.0
'What are some popular movies related to the theme of parenthood?',5,501,0.6,0.2,0.3
'What are some popular movies set in Paris or featuring Parisian themes?',8,297,0.5,0.25,0.3333333333333333
'parody',0,576,0.0,0.0,0.0
'What are some movies that portray passionate love stories or feature passionate characters?',10,1190,0.8,0.4,0.5333333333333333
'What are some popular movies featuring penguins as main characters or significant roles?',5,10,0.8,0.4,0.5333333333333333
'What are some popular movies with the theme of perfection or having a perfect character?',6,52,0.1666666666666666,0.0769230769230769,0.1052631578947368
'What are some popular period piece movies?',8,624,0.5,0.25,0.3333333333333333
'What are some popular movies related to the Peter Pan theme or story?',5,7,0.8,0.5714285714285714,0.6666666666666666
'What are some popular PG-rated movies that families can enjoy together?',8,86,0.125,0.0769230769230769,0.0952380952380952
'pg-13',5,2759,0.8,0.25,0.3809523809523809
'What are some movies adapted from the works of Philip K. Dick?',5,44,0.6,0.2,0.3
'What are some philosophical movies that explore deep thoughts and ideas?',7,493,0.5714285714285714,0.25,0.3478260869565217
'What are some movies that explore philosophical themes or have a philosophical aspect to them?',6,599,0.5,0.2,0.2857142857142857
'What are some movies featuring a photographer as a main character or significant role?',8,20,0.125,0.0769230769230769,0.0952380952380952
'What are some movies that involve photography as a significant theme or plot element?',5,383,0.0,0.0,0.0
'What are some popular movies featuring pigs as characters or main themes?',7,24,0.0,0.0,0.0
'What are some popular movies related to the theme of pirates?',5,43,0.8,0.25,0.3809523809523809
'What are some popular Pixar movies?',5,28,0.8,0.25,0.3809523809523809
'What are some popular Pixar Animation movies?',7,46,0.7142857142857143,0.2941176470588235,0.4166666666666667
'What is the plot of a popular movie?',4,1591,0.5,0.1428571428571428,0.2222222222222222
'Explain the concept of plot holes in movies and provide examples of movies with notable plot holes.',3,679,0.0,0.0,0.0
'plot twist',5,874,0.4,0.1428571428571428,0.2105263157894736
'What are some movies that have a significant connection to poetry or feature poetry as a central theme?',5,74,0.4,0.1428571428571428,0.2105263157894736
'Can you recommend a poignant movie that touches the heart and evokes strong emotions?',4,953,0.25,0.0769230769230769,0.1176470588235294
'What are some movies that can be considered pointless or have a lack of purpose in their storylines?',5,1047,0.0,0.0,0.0
'What are some popular movies related to the theme of poker?',5,41,0.6,0.2,0.3
'What are some popular movies related to Poland or set in Poland?',5,152,0.6,0.2,0.3
'What are some popular movies related to the police theme?',5,369,0.6,0.2,0.3
'What are some movies that deal with the theme of police corruption?',8,309,0.5,0.25,0.3333333333333333
'police investigation',5,1332,0.4,0.1428571428571428,0.2105263157894736
'political',5,692,0.6,0.2,0.3
'What are some movies that have a significant political theme or involve political events?',6,743,0.8333333333333334,0.2941176470588235,0.4347826086956522
'What are some movies related to the theme of pornography?',6,2266,0.8333333333333334,0.2941176470588235,0.4347826086956522
'What are some popular post-apocalyptic movies?',7,174,0.7142857142857143,0.2941176470588235,0.4166666666666667
'What are some popular post-apocalyptic movies?',8,206,0.75,0.3333333333333333,0.4615384615384615
'What are some movies that have been considered for potential Oscar nominations?',5,19,0.0,0.0,0.0
'What are some movies that address the theme of poverty?',5,216,0.6,0.2,0.3
'powerful ending',5,1037,0.4,0.1428571428571428,0.2105263157894736
'What are some predictable movies that have gained popularity?',5,3282,0.4,0.1428571428571428,0.2105263157894736
'What are some popular movies related to the theme of pregnancy?',5,109,1.0,0.2941176470588235,0.4545454545454545
'What are some movies that deal with the theme of prejudice?',6,560,0.5,0.2,0.2857142857142857
'What are some examples of movie prequels?',7,67,0.4285714285714285,0.2,0.2727272727272727
'What are some movies related to the theme of a president or political figure?',5,136,0.4,0.1428571428571428,0.2105263157894736
'What are some pretentious movies that have gained significant attention for their artistic or intellectual approach?',5,271,0.4,0.1428571428571428,0.2105263157894736
'What are some popular movies related to the prison theme?',5,295,0.4,0.1428571428571428,0.2105263157894736
'What are some popular movies related to the theme of prison escape?',5,181,0.6,0.2,0.3
'What are some popular movies featuring private detectives as the main character or a significant role?',8,113,0.5,0.25,0.3333333333333333
'What is an example of a movie where product placement played a significant role in the storyline?',3,160,0.6666666666666666,0.1428571428571428,0.2352941176470588
'What are some movies related to the prohibition era?',5,40,0.4,0.1428571428571428,0.2105263157894736
'What are some movies that have been criticized for their propagandistic content or themes?',5,360,0.2,0.0769230769230769,0.1111111111111111
'What are some movies related to the theme of prostitution?',7,182,0.5714285714285714,0.25,0.3478260869565217
'What are some popular movies with psychedelic themes or elements?',8,90,0.5,0.25,0.3333333333333333
'What are some movies featuring a psychiatrist as a main character or significant role?',6,149,0.8333333333333334,0.2941176470588235,0.4347826086956522
'What are some movies related to psychiatry?',5,192,0.8,0.25,0.3809523809523809
'What are some psychological movies that explore the complexities of human mind and emotions?',5,1589,1.0,0.2941176470588235,0.4545454545454545
'What are some movies that explore or have a significant theme related to psychology?',6,1030,0.8333333333333334,0.2941176470588235,0.4347826086956522
'What are some popular movies related to the 'pulp' theme?',5,361,0.4,0.1428571428571428,0.2105263157894736
'punk',4,43,0.5,0.1428571428571428,0.2222222222222222
'What are some popular movies featuring puppets as main characters or significant elements?',6,27,0.6666666666666666,0.25,0.3636363636363636
'queer',5,329,0.4,0.1428571428571428,0.2105263157894736
'What are some quirky movies that you have enjoyed watching?',5,1128,0.6,0.2,0.3
'Can you suggest some quotable movies with memorable dialogues?',5,611,0.4,0.1428571428571428,0.2105263157894736
'What are some popular movies featuring rabbits as main characters or significant roles?',7,23,0.2857142857142857,0.1428571428571428,0.1904761904761904
'What are some popular movies that deal with the theme of race?',6,107,0.3333333333333333,0.1428571428571428,0.2
'What are some movies that address race issues?',5,282,1.0,0.2941176470588235,0.4545454545454545
'What are some popular movies related to the theme of racing?',5,112,0.6,0.2,0.3
'What are some movies that address the issue of racism?',5,107,0.8,0.25,0.3809523809523809
'What are some popular movies related to the theme of radio or featuring radio as a significant element?',6,97,0.8333333333333334,0.2941176470588235,0.4347826086956522
'What are some examples of movies that depict the rags to riches storyline?',5,223,0.6,0.2,0.3
'What are some movies that deal with the sensitive topic of rape?',6,244,0.5,0.2,0.2857142857142857
'What are some popular movies featuring rats as main characters or significant roles?',5,17,0.4,0.1428571428571428,0.2105263157894736
'What are some realistic movies that depict everyday life or events in a believable manner?',5,1192,0.8,0.25,0.3809523809523809
'realistic action',8,236,0.5,0.25,0.3333333333333333
'What are some movies related to the theme of reality TV?',5,110,0.4,0.1428571428571428,0.2105263157894736
'What are some movies related to the theme of rebellion?',5,252,0.6,0.2,0.3
'What are some popular movies that involve the theme of redemption?',6,1564,0.3333333333333333,0.1428571428571428,0.2
'Can you recommend a reflective movie that encourages deep thinking and self-reflection?',3,1778,0.6666666666666666,0.1428571428571428,0.2352941176470588
'What are some movies that explore the theme of relationships?',8,2427,0.875,0.3684210526315789,0.5185185185185185
'What are some popular movies related to the theme of religion?',5,254,0.2,0.0769230769230769,0.1111111111111111
'Can you suggest a few movies that have been remade or are adaptations of other films?',10,37,0.0,0.0,0.0
'What are some popular movie remakes that have gained significant attention?',6,381,0.3333333333333333,0.1428571428571428,0.2
'What are some popular movies related to the theme of revenge?',6,1786,0.6666666666666666,0.25,0.3636363636363636
'What are some examples of ridiculous movies?',7,285,0.1428571428571428,0.0769230769230769,0.1
'What are some popular movies set in Rio de Janeiro?',5,32,0.2,0.0769230769230769,0.1111111111111111
'road movie',5,448,0.6,0.2,0.3
'road trip',1,270,1.0,0.0769230769230769,0.1428571428571428
'What are some popular movies adapted from Roald Dahl's works?',6,6,0.6666666666666666,0.6666666666666666,0.6666666666666666
'What are some popular movies related to the theme of robbery?',5,207,0.6,0.2,0.3
'What are some popular movies starring Robert Downey Jr.?',5,98,0.8,0.25,0.3809523809523809
'What are some movies related to the work of Robert Ludlum?',5,8,0.0,0.0,0.0
'What are some popular movies featuring robots as main characters or significant roles?',5,162,0.8,0.25,0.3809523809523809
'What are some popular movies related to the theme of robots?',6,146,0.6666666666666666,0.25,0.3636363636363636
'rock and roll',3,249,1.0,0.2,0.3333333333333333
'What are some popular romance movies that have captivated audiences with their love stories?',5,1299,0.8,0.25,0.3809523809523809
'What are some popular romantic movies?',5,1238,0.8,0.25,0.3809523809523809
'What are some popular romantic comedy movies?',8,861,0.875,0.3684210526315789,0.5185185185185185
'What are some popular movies related to the theme of ancient Rome?',7,110,0.4285714285714285,0.2,0.2727272727272727
'runaway',4,4579,0.75,0.2,0.3157894736842105
'What are some popular movies related to Russia or set in Russia?',6,198,0.5,0.2,0.2857142857142857
'What are some popular Russian movies or films that have gained significant attention?',5,245,0.4,0.1428571428571428,0.2105263157894736
'What are some movies that involve a character making a significant sacrifice for the greater good?',5,1129,0.4,0.1428571428571428,0.2105263157894736
'What are some popular movies that evoke sad emotions?',5,261,0.4,0.1428571428571428,0.2105263157894736
'sad but good',5,156,0.4,0.1428571428571428,0.2105263157894736
'What are some popular movies related to the samurai theme?',5,100,0.4,0.1428571428571428,0.2105263157894736
'What are some popular movies set in San Francisco?',5,194,0.8,0.25,0.3809523809523809
'sappy',0,169,0.0,0.0,0.0
'What are some movies that use sarcasm as a significant element in their storytelling or character development?',5,369,0.4,0.1428571428571428,0.2105263157894736
'What are some popular movies that fall under the category of satire?',5,602,0.4,0.1428571428571428,0.2105263157894736
'What are some examples of satirical movies?',5,674,0.4,0.1428571428571428,0.2105263157894736
'What are some movies related to Saturday Night Live?',5,208,0.6,0.2,0.3
'What is the Saturn Award for Best Science Fiction Film and can you suggest a movie that has won this prestigious award?',5,16,0.0,0.0,0.0
'What movies have won the Saturn Award for Best Special Effects?',15,131,0.4666666666666667,0.3684210526315789,0.4117647058823529
'What are some popular scary movies?',6,716,0.3333333333333333,0.1428571428571428,0.2
'What are some movies with scenic locations that you would recommend?',12,653,0.25,0.2,0.2222222222222222
'What are some movies that deal with the theme of schizophrenia?',5,74,0.2,0.0769230769230769,0.1111111111111111
'What are some popular movies related to the theme of school?',10,525,0.6,0.3333333333333333,0.4285714285714285
'What are some popular science fiction movies?',5,875,0.6,0.2,0.3
'What are some popular science-related movies?',6,250,1.0,0.3333333333333333,0.5
'What are some popular science fiction movies?',5,838,0.6,0.2,0.3
'What are some popular science fiction movies?',5,799,0.6,0.2,0.3
'What are some popular sci-fi cult movies?',7,82,0.2857142857142857,0.1428571428571428,0.1904761904761904
'What are some popular movies set in Scotland?',5,89,1.0,0.2941176470588235,0.4545454545454545
'What are some popular screwball comedy movies?',8,319,0.75,0.3333333333333333,0.4615384615384615
'What are some popular screwball comedy movies?',8,143,0.75,0.3333333333333333,0.4615384615384615
'What are some popular movies known for their exceptional scripts?',5,122,0.0,0.0,0.0
'What are some popular movies related to secret service themes?',5,247,0.6,0.2,0.3
'What are some popular movies that involve the theme of secrets or have a plot centered around them?',5,1653,0.2,0.0769230769230769,0.1111111111111111
'What are some movies that address the theme of segregation?',5,288,0.8,0.25,0.3809523809523809
'What are some movies that focus on self-discovery and personal growth?',6,142,0.3333333333333333,0.1428571428571428,0.2
'What are some sentimental movies that evoke strong emotions and often have a focus on relationships and human connections?',6,780,0.8333333333333334,0.2941176470588235,0.4347826086956522
'What are some popular movie sequels?',5,642,0.6,0.2,0.3
'What are some popular movie sequels?',5,560,0.6,0.2,0.3
'What are some popular movies related to the theme of a serial killer?',6,637,0.5,0.2,0.2857142857142857
'What are some popular movie series that have gained significant attention and have a large fan following?',8,380,0.0,0.0,0.0
'What are some popular movies related to the theme of sex?',5,493,1.0,0.2941176470588235,0.4545454545454545
'What are some popular sex comedy movies?',5,72,0.4,0.1428571428571428,0.2105263157894736
'What are some movies related to the theme of sexuality or involving sexual content?',10,704,0.6,0.3333333333333333,0.4285714285714285
'What are some movies that address the theme of sexual abuse?',5,231,0.4,0.1428571428571428,0.2105263157894736
'What are some movies that explore or depict themes related to sexuality?',5,365,0.4,0.1428571428571428,0.2105263157894736
'What are some movies that deal with the theme of sexualized violence?',5,1366,0.4,0.1428571428571428,0.2105263157894736
'Suggest a movie with a sexy theme or featuring a seductive character.',3,1392,1.0,0.2,0.3333333333333333
'What are some famous movies inspired by or adapted from the works of William Shakespeare?',11,59,0.2727272727272727,0.2,0.2307692307692307
'What are some movies related to the theme of 'shallow'?',5,546,0.2,0.0769230769230769,0.1111111111111111
'What are some popular movies related to sharks?',5,55,0.6,0.2,0.3
'What are some popular movies related to the theme of shopping?',5,87,0.6,0.2,0.3
'Can you recommend a short movie that is both entertaining and thought-provoking?',1,11,0.0,0.0,0.0
'What are some movies that deal with the theme of short-term memory loss?',5,23,0.6,0.2,0.3
'What are some popular silent movies or films that have a significant impact on the film industry?',5,238,0.0,0.0,0.0
'What are some examples of silly movies that people might enjoy?',5,1220,0.6,0.2,0.3
'silly fun',5,1462,0.4,0.1428571428571428,0.2105263157894736
'Can you suggest a simple movie that is easy to understand and has a straightforward plot?',5,127,0.0,0.0,0.0
'What are some popular movies featuring a single father as the main character?',8,220,0.75,0.3333333333333333,0.4615384615384615
'What are some movies related to the skinhead theme or culture?',5,9,0.6,0.3333333333333333,0.4285714285714285
'What are some movies related to the 'slackers' theme?',5,64,0.8,0.25,0.3809523809523809
'What are some popular slapstick movies that people enjoy watching?',8,390,0.5,0.25,0.3333333333333333
'What are some popular slasher movies?',5,293,0.6,0.2,0.3
'What are some movies that deal with the theme of slavery?',5,133,0.8,0.25,0.3809523809523809
'What are some examples of movies with a slow pace or storyline?',5,159,0.4,0.1428571428571428,0.2105263157894736
'slow paced',6,273,0.1666666666666666,0.0769230769230769,0.1052631578947368
'What are some popular movies set in a small town?',5,710,0.8,0.25,0.3809523809523809
'What are some popular movies related to snakes?',5,101,0.4,0.1428571428571428,0.2105263157894736
'so bad it's funny',2,1576,0.0,0.0,0.0
'so bad it's good',5,46,0.4,0.1428571428571428,0.2105263157894736
'What are some popular movies related to soccer?',5,32,0.2,0.0769230769230769,0.1111111111111111
'What are some movies that have a strong focus on social commentary?',5,2614,1.0,0.2941176470588235,0.4545454545454545
'What are some movies that depict or explore the theme of solitude?',5,890,1.0,0.2941176470588235,0.4545454545454545
'What are some movies directed by Sophia Coppola?',5,11,0.6,0.2727272727272727,0.3749999999999999
'What are some popular movies related to South Africa?',5,30,0.8,0.25,0.3809523809523809
'What are some popular movies set in South America?',6,23,0.0,0.0,0.0
'southern theme',5,12,0.0,0.0,0.0
'What are some popular movies related to the space theme?',5,323,0.8,0.25,0.3809523809523809
'What are some popular space opera movies?',5,210,0.4,0.1428571428571428,0.2105263157894736
'What are some popular movies related to the space program?',8,73,0.5,0.25,0.3333333333333333
'What are some popular movies related to space travel?',5,203,0.8,0.25,0.3809523809523809
'What are some popular spaghetti western movies?',7,56,0.1428571428571428,0.0769230769230769,0.1
'What are some popular movies related to Spain or set in Spain?',5,148,0.2,0.0769230769230769,0.1111111111111111
'What are some popular Spanish movies or directors?',17,282,0.1764705882352941,0.2,0.1875
'What are some movies related to the Spanish Civil War?',5,12,0.2,0.0833333333333333,0.1176470588235294
'Can you suggest a movie with a unique special feature or character?',3,118,0.0,0.0,0.0
'What are some popular movies known for their exceptional special effects?',6,1316,0.6666666666666666,0.25,0.3636363636363636
'What movie features a spelling bee competition as its central theme?',3,74,0.6666666666666666,0.1428571428571428,0.2352941176470588
'What are some popular movies related to spiders?',5,116,0.4,0.1428571428571428,0.2105263157894736
'What are some popular movies directed by Steven Spielberg?',5,42,1.0,0.2941176470588235,0.4545454545454545
'What are some popular movies featuring spies as the main characters?',6,241,0.3333333333333333,0.1428571428571428,0.2
'What are some popular movies in the splatter genre?',10,1041,0.4,0.25,0.3076923076923077
'Can you recommend a movie that is a spoof or has a comedic twist on a popular genre or film?',4,332,0.75,0.2,0.3157894736842105
'What are some popular movies related to the sports genre?',7,309,0.5714285714285714,0.25,0.3478260869565217
'What are some popular spy movies?',5,263,0.6,0.2,0.3
'What are some popular movies involving spying or espionage themes?',6,449,0.5,0.2,0.2857142857142857
'What are some popular movies related to stage magic?',5,14,0.2,0.0769230769230769,0.1111111111111111
'What are some popular movies related to stand-up comedy?',5,150,0.4,0.1428571428571428,0.2105263157894736
'star trek',4,17,0.0,0.0,0.0
'Star Wars',11,11,0.6363636363636364,0.6363636363636364,0.6363636363636364
'steampunk',5,34,0.4,0.1428571428571428,0.2105263157894736
'What are some common stereotypes portrayed in movies?',10,1192,0.5,0.2941176470588235,0.3703703703703703
'What are some popular stoner movies?',5,247,0.6,0.2,0.3
'What are some popular stop motion movies?',5,166,0.8,0.25,0.3809523809523809
'What are some popular movies that have a strong focus on storytelling?',7,3548,0.2857142857142857,0.1428571428571428,0.1904761904761904
'What are some movies that showcase exceptional storytelling techniques?',6,3888,0.3333333333333333,0.1428571428571428,0.2
'stranded',4,132,1.0,0.25,0.4
'What are some examples of strange movies?',5,364,1.0,0.2941176470588235,0.4545454545454545
'What are some movies featuring strippers as main characters or significant roles?',7,61,0.5714285714285714,0.25,0.3478260869565217
'Studio Ghibli',5,28,0.0,0.0,0.0
'stunning',5,730,0.8,0.25,0.3809523809523809
'stupid movies',5,414,0.4,0.1428571428571428,0.2105263157894736
'stupid as hell',1,695,0.0,0.0,0.0
'stupidity',5,424,0.6,0.2,0.3
'What are some stylish movies that showcase unique fashion and design elements?',10,1275,0.2,0.1428571428571428,0.1666666666666666
'stylized',5,1856,0.6,0.2,0.3
'What are some movies related to the theme of suburbia?',5,151,0.6,0.2,0.3
'What are some movies related to the theme of suicide?',5,260,0.0,0.0,0.0
'suicide attempt',4,122,0.5,0.1428571428571428,0.2222222222222222
'What are some popular superhero movies?',5,293,0.4,0.1428571428571428,0.2105263157894736
'What are some popular super-hero movies?',5,165,0.4,0.1428571428571428,0.2105263157894736
'What are some popular superhero movies?',5,242,0.4,0.1428571428571428,0.2105263157894736
'What are some popular superhero movies?',5,403,0.4,0.1428571428571428,0.2105263157894736
'What are some popular supernatural movies?',5,848,0.4,0.1428571428571428,0.2105263157894736
'Can you recommend a surprisingly clever movie that might leave a lasting impression?',1,980,0.0,0.0,0.0
'What are some popular movies related to surfing?',5,25,1.0,0.2941176470588235,0.4545454545454545
'What are some movies with a surprise ending?',10,302,0.4,0.25,0.3076923076923077
'Can you suggest a surreal movie that has captivated audiences with its unique and imaginative storyline?',2,1047,0.5,0.0769230769230769,0.1333333333333333
'What are some surrealist movies that showcase dreamlike or fantastical elements?',7,447,0.4285714285714285,0.2,0.2727272727272727
'What are some popular movies that involve survival themes?',6,972,1.0,0.3333333333333333,0.5
'What are some popular suspense movies that have kept audiences on the edge of their seats?',8,2909,0.375,0.2,0.2608695652173913
'What are some suspenseful movies that you would recommend?',5,1381,0.4,0.1428571428571428,0.2105263157894736
'swashbuckler',3,139,0.3333333333333333,0.0769230769230769,0.125
'What are some popular Swedish movies or filmmakers?',18,64,0.1666666666666666,0.2,0.1818181818181818
'What are some popular movies related to the theme of 'sweet'?',5,589,0.6,0.2,0.3
'Switching Places',1,21,1.0,0.0769230769230769,0.1428571428571428
'What are some popular movies that involve sword fights?',9,217,0.3333333333333333,0.2,0.25
'What are some popular movies featuring sword fighting scenes?',5,153,0.4,0.1428571428571428,0.2105263157894736
'What are some popular movies featuring talking animals?',5,312,1.0,0.2941176470588235,0.4545454545454545
'What are some popular movies with the theme of talking or communication?',7,2871,0.4285714285714285,0.2,0.2727272727272727
'What are some popular movies directed by Quentin Tarantino?',5,19,0.8,0.25,0.3809523809523809
'What are some popular movies featuring teachers as main characters or significant roles?',6,286,0.8333333333333334,0.2941176470588235,0.4347826086956522
'What are some tear jerker movies that can evoke strong emotions?',8,173,0.625,0.2941176470588235,0.4
'What are some movies that have a significant focus on technology or feature advanced technological elements in their storylines?',6,937,0.5,0.2,0.2857142857142857
'What are some popular teen movies that have gained significant attention among young audiences?',5,927,0.6,0.2,0.3
'What are some popular teen movies?',10,1222,0.6,0.3333333333333333,0.4285714285714285
'What are some popular movies featuring teenage characters?',7,706,0.4285714285714285,0.2,0.2727272727272727
'What are some popular movies featuring teenagers as main characters?',5,353,0.2,0.0769230769230769,0.1111111111111111
'What are some popular movies featuring teenage characters?',6,869,0.3333333333333333,0.1428571428571428,0.2
'What are some popular movies that involve the concept of teleportation?',8,79,0.375,0.2,0.2608695652173913
'What are some popular movies or TV shows related to the television industry?',11,63,0.0909090909090909,0.0769230769230769,0.0833333333333333
'What are some movies that explore the concept of tense in their storylines?',5,1972,0.8,0.25,0.3809523809523809
'What are some movies that deal with the theme of terminal illness?',5,115,0.2,0.0769230769230769,0.1111111111111111
'What are some movies related to the theme of terrorism?',5,150,0.4,0.1428571428571428,0.2105263157894736
'What are some popular movies related to Texas?',6,229,0.8333333333333334,0.2941176470588235,0.4347826086956522
'What are some thought-provoking movies that have left a deep impact on viewers?',6,800,0.6666666666666666,0.25,0.3636363636363636
'What are some popular thriller movies?',5,1197,0.4,0.1428571428571428,0.2105263157894736
'What are some movies that deal with the concept of time in a significant way?',6,70,0.5,0.2,0.2857142857142857
'time loop',5,90,0.6,0.2,0.3
'time travel',5,119,0.8,0.25,0.3809523809523809
'What are some popular movies related to the theme of Tokyo?',5,337,0.6,0.2,0.3
'What are some popular movies related to the Tolkien universe?',6,7,0.1666666666666666,0.1428571428571428,0.1538461538461538
'What are some popular movies related to the Tom Clancy franchise?',5,126,0.6,0.2,0.3
'What are some movies that are considered too long by the audience?',5,82,0.4,0.1428571428571428,0.2105263157894736
'What are some movies that are considered too short in terms of runtime?',5,43,0.0,0.0,0.0
'torture',3,322,1.0,0.2,0.3333333333333333
'What are some movies that have a theme of touching or emotional connection?',5,1146,0.4,0.1428571428571428,0.2105263157894736
'What are some popular movies related to the theme of toys?',5,48,0.4,0.1428571428571428,0.2105263157894736
'tragedy',5,1321,0.6,0.2,0.3
'What are some popular movies related to the theme of trains?',5,87,0.4,0.1428571428571428,0.2105263157894736
'What are some popular movies featuring trains as a significant element?',7,32,0.4285714285714285,0.2,0.2727272727272727
'What are some popular movies that involve a significant transformation or change in the characters or storyline?',6,655,0.1666666666666666,0.0769230769230769,0.1052631578947368
'What are some popular movies that involve travel or feature interesting destinations?',6,42,0.3333333333333333,0.1428571428571428,0.2
'What are some popular movies related to the theme of treasure hunting?',11,63,0.2727272727272727,0.2,0.2307692307692307
'What are some popular movies that involve a treasure hunt as a central theme?',5,128,0.6,0.2,0.3
'What are some examples of tricky movies?',5,284,0.4,0.1428571428571428,0.2105263157894736
'What are some popular movie trilogies?',5,197,0.0,0.0,0.0
'true story',0,688,0.0,0.0,0.0
'What is a famous movie adaptation of Truman Capote's work?',2,5,1.0,0.4,0.5714285714285715
'What are some popular movies with a twist in their plot?',5,910,0.4,0.1428571428571428,0.2105263157894736
'twist ending',5,803,0.4,0.1428571428571428,0.2105263157894736
'Can you recommend a movie with twists and turns in its plot?',5,1900,0.4,0.1428571428571428,0.2105263157894736
'Undercover cop',5,192,0.6,0.2,0.3
